0.991378331266,0.0
2.03273023859,0.2
1.62636002359,0.4
1.37879463647,0.6
0.871306336335,0.8
1.01915921893,1.0
1.97455117561,1.2
1.82997687249,1.4
2.15016000906,1.6
2.07017282106,1.8
1.94138836586,2.0
2.14014702259,2.2
1.13076513677,2.4
2.63701596554,2.6
2.16431105053,2.8
2.78962516788,3.0
2.69517358716,3.2
3.02771107331,3.4
2.72868274669,3.6
2.81539025518,3.8
2.76800325779,4.0
3.46633050096,4.2
3.59755764754,4.4
3.49162621679,4.6
3.52541181276,4.8
3.62439853155,5.0
3.50792144642,5.2
3.32690939706,5.4
3.67909070704,5.6
3.27762947374,5.8
3.51179951249,6.0
4.34298442699,6.2
4.15074147116,6.4
4.30383558603,6.6
3.83003222712,6.8
5.09651967232,7.0
4.09094534168,7.2
4.72276887136,7.4
5.04819790285,7.6
4.75883395329,7.8
5.06426134409,8.0
5.27409778678,8.2
5.6690223845,8.4
5.34768458479,8.6
4.55692438599,8.8
5.25717911934,9.0
5.16391895988,9.2
5.48380419098,9.4
6.01274513604,9.6
6.07912173686,9.8
